epoch,adv_loss,content_loss,d_loss,feature_loss,gan_loss,style_loss,total_g_loss,val_psnr,val_ssim
0,6.766208171844482,0.00021493695385288447,0.12188122421503067,104.67620086669922,6.888089179992676,7.117315544746816e-05,104.71031188964844,29.635818481445312,0.7649767398834229
1,8.148215293884277,0.00028173165628686547,0.00754837179556489,120.59909057617188,8.155763626098633,0.00020240627054590732,120.64031982421875,29.535865783691406,0.7633055448532104
2,6.650655269622803,0.00019560228975024074,0.06979548186063766,97.3490982055664,6.7204508781433105,8.49238276714459e-05,97.38263702392578,29.294349670410156,0.7570358514785767
3,8.20964241027832,0.00035476050106808543,0.007485115900635719,165.41818237304688,8.217127799987793,0.0001629611215321347,165.45974731445312,28.814355850219727,0.7271863222122192
4,7.964082717895508,0.0003459415165707469,0.004181938245892525,148.41021728515625,7.968264579772949,0.0002241052861791104,148.45062255859375,29.561758041381836,0.7514592409133911
5,8.1773042678833,0.00036104992614127696,0.006476586684584618,132.73095703125,8.183780670166016,0.0008149306522682309,132.7730255126953,30.410179138183594,0.7831258773803711
6,7.0547990798950195,0.00034121214412152767,0.031244339421391487,139.14105224609375,7.086043357849121,0.00022706975869368762,139.17689514160156,30.050748825073242,0.7733155488967896
7,8.798772811889648,0.00029802430071868,0.01933274231851101,128.0200653076172,8.818105697631836,0.00018128484953194857,128.06454467773438,29.99907875061035,0.7544137239456177
8,7.876450538635254,0.0002991912770085037,0.0010016702581197023,125.26914978027344,7.877452373504639,0.00026244178297929466,125.30908966064453,28.564708709716797,0.7430870532989502
9,7.999118804931641,0.00027892214711755514,0.0004925657995045185,111.21937561035156,7.9996113777160645,0.0006038654828444123,111.26025390625,29.50704574584961,0.7614002823829651
10,7.989876747131348,0.00031298623071052134,0.00022814747353550047,123.9913330078125,7.990104675292969,8.702219929546118e-05,124.03167724609375,29.103727340698242,0.7397609949111938
11,7.751675128936768,0.0003040485316887498,0.0024280764628201723,128.057861328125,7.754103183746338,0.00015640631318092346,128.09707641601562,29.452695846557617,0.7508878707885742
12,7.748562812805176,0.00033468648325651884,0.0023317504674196243,150.8880615234375,7.750894546508789,0.00040487630758434534,150.92755126953125,29.39936637878418,0.7421791553497314
21,7.996864318847656,0.00030783534748479724,6.907618626428302e-06,138.1925048828125,7.996870994567871,0.00015686743427067995,138.23294067382812,29.64261245727539,0.7308081388473511
22,8.1006441116333,0.00040468655060976744,0.0003336009103804827,152.74871826171875,8.100977897644043,0.00035942313843406737,152.7899932861328,27.8535099029541,0.6955316066741943
23,8.033946990966797,0.0004139590309932828,0.0002503704163245857,147.09092712402344,8.034197807312012,0.0003844194288831204,147.13189697265625,28.05883026123047,0.6946353316307068
24,7.991894245147705,0.00033379509113729,0.0001181324987555854,137.8551483154297,7.9920125007629395,0.00011714418360497802,137.89556884765625,28.64680290222168,0.7025942802429199
25,8.01416015625,0.0004251097852829844,5.5618947953917086e-05,173.79293823242188,8.014215469360352,0.0003949064121115953,173.83383178710938,28.541501998901367,0.6981205940246582
26,8.0382080078125,0.0003492144460324198,7.575871131848544e-05,140.96388244628906,8.038283348083496,0.00046158372424542904,141.0048828125,28.67146110534668,0.7116151452064514
27,7.950166702270508,0.00032481327070854604,0.00010120683873537928,135.75254821777344,7.950267791748047,0.00022966228425502777,135.7928466796875,28.227466583251953,0.6899917125701904
28,7.9551191329956055,0.00033462652936577797,8.997121767606586e-05,141.0517120361328,7.955209255218506,0.0010729588102549314,141.0928955078125,28.126569747924805,0.6937926411628723
29,7.999289512634277,0.0003983348433393985,1.5294357581296936e-05,140.07957458496094,7.99930477142334,0.0004812704282812774,140.12045288085938,28.65618133544922,0.6951426863670349
30,7.996981620788574,0.000393145892303437,1.0959282008116134e-05,138.58766174316406,7.996992588043213,0.00044517804053612053,138.62847900390625,28.7425537109375,0.698013186454773
31,8.028234481811523,0.0003337483503855765,9.124549978878349e-05,126.23113250732422,8.028326034545898,0.00018818402895703912,126.27179718017578,27.31001853942871,0.6712040901184082
32,7.962363243103027,0.00041677351691760123,4.659924888983369e-05,148.1787109375,7.962409973144531,0.0003803522849921137,148.2193145751953,28.589248657226562,0.6965323090553284
33,8.014805793762207,0.0002483285206835717,1.111316669266671e-05,98.1628646850586,8.014817237854004,4.089437425136566e-05,98.20323181152344,28.27189826965332,0.7013939619064331
34,7.94343376159668,0.00022256337979342788,0.00010947156988549978,78.20266723632812,7.943543434143066,8.077311213128269e-05,78.24269104003906,28.503416061401367,0.7036503553390503
35,7.9407148361206055,0.000402101781219244,0.000276898848824203,133.44961547851562,7.9409918785095215,0.00027976412093266845,133.489990234375,28.350984573364258,0.6857343912124634
36,7.965674877166748,0.00042007185402326286,5.092216088087298e-05,152.51205444335938,7.965725898742676,0.000328637397615239,152.55264282226562,27.3924503326416,0.6603822708129883
37,8.02655029296875,0.0003985688672401011,3.841692887363024e-05,143.23202514648438,8.026588439941406,0.0004903415683656931,143.27304077148438,27.355619430541992,0.6678650975227356
38,8.030986785888672,0.0004911866853944957,4.264144445187412e-05,166.3224639892578,8.03102970123291,0.0005240051541477442,166.36363220214844,28.315425872802734,0.6994709372520447
39,7.994256973266602,0.00028401505551300943,4.307819835958071e-06,120.84416198730469,7.994261264801025,9.087278885999694e-05,120.88450622558594,27.285287857055664,0.6521126627922058
