step,psnr,ssim
156,24.430761,0.6454528
157,25.681887,0.6045264
158,26.048227,0.6265127
159,22.89072,0.6080278
160,24.658968,0.6213304
161,23.34959,0.6300847
162,24.643587,0.6054541
163,24.415262,0.6263858
164,24.277725,0.6109958
165,24.556492,0.6363679
166,24.245686,0.6612876
167,24.35357,0.6095753
168,23.814152,0.6180316
169,23.856619,0.63674396
170,24.271807,0.5978741
171,25.003666,0.6037449
172,23.274479,0.6657983
173,24.964481,0.6153583
174,24.554396,0.59708637
175,24.83228,0.6080767
176,23.756975,0.60967296
177,24.064653,0.6200405
178,23.28717,0.621172
179,24.164429,0.597482
180,24.95717,0.6272173
181,24.6324,0.6046564
182,24.002424,0.6382965
183,24.797626,0.6275553
184,23.800848,0.6442434
185,23.27458,0.59379244
186,24.3617,0.6545032
187,24.356213,0.5860154
188,24.195456,0.564195
189,24.680695,0.60952866
190,24.909105,0.6056382
191,23.684404,0.61202675
192,23.778866,0.58409405
193,23.044285,0.64554214
194,24.10248,0.6617321
195,23.979336,0.6512616
196,24.604086,0.57716954
197,23.341806,0.6209504
198,23.474936,0.6498584
199,24.185184,0.67388016
200,24.966263,0.6185122
201,25.024616,0.6188232
202,24.83806,0.65603954
203,23.800207,0.617786
204,22.71618,0.6160093
205,24.973722,0.64267606
206,23.856167,0.62631184
207,23.759235,0.64967906
208,24.28999,0.6382249
209,24.510899,0.6133939
210,26.238642,0.6422833
211,25.298452,0.6276482
212,24.770369,0.6055366
213,24.024736,0.6217504
214,24.541315,0.59009105
215,24.608168,0.6190875
216,24.570377,0.6986968
217,22.3397,0.6229672
218,23.76736,0.6502653
219,24.00243,0.6342087
220,24.871883,0.5850827
221,23.095865,0.61204636
222,22.959166,0.6187739
223,24.5045,0.61708313
224,22.901709,0.6056828
225,24.017002,0.6254228
226,23.303589,0.61024344
227,23.766872,0.6362645
228,23.583221,0.57765377
229,24.783478,0.6432355
230,23.499393,0.6173499
231,23.682096,0.5687531
232,24.013288,0.62746876
233,23.942888,0.6227665
234,24.135715,0.6241912
235,23.822134,0.6294028
236,22.94357,0.63212
237,25.34625,0.6336711
238,24.386688,0.5861259
239,23.920942,0.5934042
240,24.326595,0.614009
241,23.571821,0.5554661
242,23.973516,0.61879015
243,23.404083,0.6319389
244,23.353407,0.65891457
245,23.60986,0.6141294
246,23.569584,0.627171
247,26.18659,0.60048527
248,24.678553,0.58940256
249,23.746225,0.62443274
250,25.036303,0.5897757
251,24.641157,0.5916592
252,23.981201,0.60129994
253,25.236496,0.6431217
254,24.85905,0.596016
255,24.18436,0.6295191
256,24.020498,0.5972805
257,24.61493,0.58458865
258,24.288818,0.6315547
259,24.625593,0.6177284
260,24.77499,0.628644
261,23.642202,0.6415039
262,25.111353,0.6122647
263,24.698425,0.63280267
264,24.940128,0.59647274
265,24.122711,0.64873606
266,23.85501,0.6206631
267,22.896254,0.6427401
268,24.30654,0.642804
269,23.802294,0.6677899
270,23.919428,0.62470496
271,23.283596,0.6041512
272,24.667557,0.61672163
273,24.502316,0.61740357
274,22.391958,0.6253414
275,25.482407,0.6574568
276,23.89267,0.62673146
277,23.057537,0.60848206
278,24.184662,0.627734
279,23.708334,0.59979343
280,22.860111,0.62544864
281,22.62564,0.60266066
282,23.39437,0.63270026
283,24.180635,0.6171883
284,24.664059,0.6218981
285,25.188845,0.6327117
286,23.795794,0.62517756
287,24.32367,0.6239256
288,23.881716,0.5916513
289,23.878252,0.61469406
290,23.913954,0.65811104
291,22.820404,0.67361206
291,23.0117,0.59090346
292,23.833033,0.5912447
293,23.688782,0.6468386
294,24.121487,0.64295167
295,23.678051,0.6260061
296,24.598318,0.6766516
297,24.29064,0.6336861
298,24.877836,0.68723106
299,23.442562,0.64108884
300,24.410915,0.6732577
301,23.49155,0.6539426
