step,psnr,ssim
266,28.244152,0.7557956
267,30.367401,0.7705551
268,28.456003,0.85726357
269,29.599356,0.81406724
270,29.47434,0.8454195
271,27.188303,0.80470526
272,28.882376,0.7988758
273,28.67962,0.76999086
274,28.377539,0.77500975
275,29.660023,0.83169824
276,29.91071,0.8451058
277,31.390259,0.8430058
278,29.550594,0.79653805
279,29.900158,0.8582822
280,30.046326,0.8073181
281,29.602905,0.78438675
282,28.527637,0.8123499
283,28.440277,0.81908596
284,30.180994,0.8123091
285,28.63808,0.81645477
286,29.714334,0.8203287
287,28.831516,0.8332475
288,28.583288,0.7896638
289,29.530735,0.80905306
290,29.848423,0.7930576
291,28.36261,0.80444115
291,30.131344,0.84405196
292,29.349072,0.7938236
293,28.85938,0.8413825
294,29.659252,0.81388605
295,29.11681,0.7998603
296,29.501215,0.7996215
297,28.103786,0.78161114
298,28.889353,0.8167318
299,29.543945,0.83610547
300,29.306234,0.7547152
301,27.90835,0.84414494
