step,psnr,ssim
0,24.459354400634766,0.6308133006095886
1,24.110401153564453,0.5687547922134399
2,24.734786987304688,0.6243731379508972
3,24.370859146118164,0.6712620854377747
4,26.08830451965332,0.6872363090515137
5,24.882434844970703,0.6472349762916565
6,23.818159103393555,0.582192599773407
7,24.91542625427246,0.6319252252578735
8,23.76137351989746,0.6375168561935425
9,23.798173904418945,0.6299141049385071
10,23.025409698486328,0.5698064565658569
11,24.15566635131836,0.5934381484985352
12,24.480789184570312,0.5783352851867676
13,24.477813720703125,0.6034448742866516
14,25.12570571899414,0.5762606263160706
15,24.50454330444336,0.6008996963500977
16,22.173845291137695,0.6065964698791504
17,24.070466995239258,0.5729899406433105
