step,psnr,ssim
0,21.91818618774414,0.5408470630645752
1,21.720014572143555,0.6020205616950989
2,21.316545486450195,0.5414216518402101
3,21.10697364807129,0.5570228695869446
4,21.03253555297852,0.5983924865722656
5,21.820783615112305,0.6076628565788269
6,20.403610229492188,0.6079617738723755
7,20.996381759643555,0.6106572151184082
8,21.23904228210449,0.5414584279060364
9,22.06710624694824,0.6014565229415894
10,23.34347343444824,0.5838679671287537
11,20.643009185791016,0.6192139983177185
12,20.90482521057129,0.6212180256843567
13,22.07621192932129,0.5568352937698364
14,21.771915435791016,0.6284088492393494
15,19.99641227722168,0.6055979132652283
16,20.71112060546875,0.5704566836357117
17,21.530744552612305,0.5885423421859741
18,20.381031036376953,0.5577725768089294
19,20.34996223449707,0.5546694993972778
20,21.242238998413086,0.6126672029495239
21,20.19399642944336,0.5435330271720886
22,20.68864631652832,0.5914873480796814
23,21.28465461730957,0.5518803000450134
24,21.54183578491211,0.575489342212677
25,20.645862579345703,0.5476547479629517
26,21.36037826538086,0.5919684767723083
27,21.74464607238769,0.6042575836181641
28,21.95808219909668,0.5871979594230652
29,21.35020065307617,0.5928726196289062
30,20.76298713684082,0.6102982759475708
31,20.354877471923828,0.5712872743606567
32,20.672224044799805,0.5833291411399841
33,20.81674194335937,0.5787783861160278
34,20.25932502746582,0.5734683275222778
35,19.456918716430664,0.5645805597305298
36,20.634584426879886,0.5912770628929138
37,20.15902137756348,0.5704728960990906
38,21.18671989440918,0.5994858145713806
39,21.913312911987305,0.5727375745773315
40,20.7539119720459,0.5445317029953003
41,20.90804100036621,0.6166955828666687
42,20.78989028930664,0.5949639081954956
43,22.430116653442386,0.566939651966095
44,20.791593551635746,0.5819495320320129
45,21.233428955078125,0.5764588117599487
46,20.16708374023437,0.5528387427330017
47,20.703256607055664,0.5691291093826294
48,19.927316665649414,0.559137225151062
49,21.16938591003418,0.5613775849342346
50,19.45496940612793,0.5779300332069397
51,19.64007568359375,0.5593087077140808
52,20.146587371826172,0.577756941318512
53,19.868696212768555,0.6247814893722534
54,19.741436004638672,0.6010506749153137
55,21.904390335083008,0.5881878733634949
56,21.345443725585938,0.6159394383430481
57,21.91099739074707,0.5588334202766418
58,20.007688522338867,0.5897990465164185
59,22.29677391052246,0.5515004992485046
60,20.874319076538086,0.5292218923568726
61,20.740785598754883,0.5534937381744385
62,20.60826301574707,0.5737447142601013
63,21.713159561157227,0.5876421928405762
64,20.108108520507812,0.5912278294563293
65,20.577392578125,0.6060147285461426
66,21.73639488220215,0.6175557971000671
67,20.349803924560547,0.5518936514854431
68,20.14449691772461,0.5601490139961243
69,21.64573097229004,0.6109572052955627
70,22.012975692749023,0.5548202395439148
71,22.759479522705078,0.6167698502540588
72,21.106401443481445,0.603538453578949
73,20.274030685424805,0.5467830896377563
74,20.24725341796875,0.5431685447692871
75,20.46946907043457,0.6063051819801331
76,21.91143798828125,0.5448948740959167
77,19.72957420349121,0.5864977836608887
78,20.308698654174805,0.535663902759552
79,19.919878005981445,0.5958467125892639
80,20.70755958557129,0.5877686738967896
81,20.7962703704834,0.578301727771759
82,21.956682205200195,0.5578318238258362
83,19.28852653503418,0.6146752238273621
84,20.20332908630371,0.5432443022727966
85,20.16408348083496,0.5622523427009583
86,19.518672943115234,0.5701407790184021
87,18.858762741088867,0.5551688075065613
88,19.006649017333984,0.5599594712257385
89,20.039743423461914,0.6097807288169861
90,20.725677490234375,0.6002383232116699
91,19.53000831604004,0.5455325245857239
92,20.106082916259766,0.5926620364189148
93,19.702716827392578,0.5739902853965759
94,21.846147537231445,0.5943482518196106
95,21.74338150024414,0.5999979376792908
96,19.880735397338867,0.5805971026420593
97,21.996145248413086,0.5975679159164429
98,20.199939727783203,0.5585757493972778
99,20.796077728271484,0.5858289003372192
100,19.651592254638672,0.587669312953949
100,20.250608444213867,0.5909661650657654
100,19.685800552368164,0.5621720552444458
100,20.058917999267578,0.598231315612793
101,20.48288917541504,0.5127846598625183
102,20.54987907409668,0.5392557382583618
103,19.90488052368164,0.5565335154533386
104,21.26699447631836,0.5531765222549438
105,21.480623245239258,0.5730671882629395
106,19.006887435913086,0.5675159692764282
107,19.992109298706055,0.5804287195205688
108,20.765384674072266,0.5667816996574402
109,20.04684066772461,0.5772600769996643
110,20.737863540649414,0.5525690317153931
111,20.964092254638672,0.5941697359085083
112,19.8029727935791,0.5480627417564392
113,20.323368072509766,0.5700556635856628
114,19.52483558654785,0.5479466319084167
115,20.440797805786133,0.5659981966018677
116,21.44892692565918,0.5991187691688538
117,20.07042121887207,0.5639864802360535
118,21.59543800354004,0.5442009568214417
119,19.948196411132812,0.5561673045158386
120,20.802587509155273,0.5406694412231445
121,21.95188331604004,0.5775623917579651
122,18.268802642822266,0.5213398933410645
123,20.01725959777832,0.5845462083816528
124,20.34432601928711,0.5268039107322693
125,20.80964469909668,0.575297474861145
126,20.43916893005371,0.5434526801109314
127,19.97134017944336,0.5812667012214661
128,19.98280906677246,0.5839142799377441
129,21.47475242614746,0.5860206484794617
130,20.77096176147461,0.5977397561073303
131,19.78624153137207,0.5595210790634155
