step,psnr,ssim
0,27.6783390045166,0.7648325562477112
1,28.39007568359375,0.7685567736625671
2,27.976675033569336,0.7728203535079956
3,27.823596954345703,0.7733494639396667
4,28.574783325195312,0.7710101008415222
5,28.104223251342773,0.7703790664672852
6,28.46898078918457,0.7715370655059814
7,28.36548614501953,0.7724283933639526
8,28.290212631225586,0.7743431925773621
9,28.015329360961914,0.7728771567344666
10,28.194469451904297,0.7672412395477295
11,27.659687042236328,0.766625702381134
12,28.12222671508789,0.7660113573074341
13,27.868629455566406,0.761236846446991
14,28.499618530273438,0.763216495513916
15,27.933908462524414,0.7604081630706787
16,27.43928337097168,0.7600809335708618
17,27.617544174194336,0.7580045461654663
18,27.926788330078125,0.7650337219238281
19,27.928525924682617,0.7597934007644653
20,27.99121856689453,0.7615635991096497
20,28.261371612548828,0.7871180176734924
21,28.469404220581055,0.7888495922088623
22,28.371999740600586,0.7872394919395447
23,28.599594116210938,0.7851758003234863
24,28.619495391845703,0.7847525477409363
25,27.977741241455078,0.78143709897995
26,28.47936248779297,0.7823817729949951
27,28.581127166748047,0.7833986878395081
28,28.157243728637695,0.7800861597061157
29,28.32796287536621,0.7795111536979675
30,28.084625244140625,0.7777706980705261
31,28.288816452026367,0.7778521776199341
32,28.417673110961914,0.7794612646102905
33,28.52521514892578,0.778772234916687
34,28.025480270385742,0.7772179245948792
35,27.940208435058594,0.7770211696624756
36,28.01076889038086,0.7755303382873535
37,27.98996925354004,0.7767093777656555
38,28.23751449584961,0.776094377040863
39,28.143644332885742,0.7731500864028931
40,28.222599029541016,0.7713314890861511
41,28.13747787475586,0.7680633068084717
42,28.382164001464844,0.7745559215545654
43,28.341840744018555,0.7722533941268921
44,28.333873748779297,0.7724385857582092
45,28.329219818115234,0.7715652585029602
46,28.24867820739746,0.7702792286872864
47,28.18946647644043,0.7718103528022766
48,28.420576095581055,0.7742624878883362
49,28.347332000732422,0.7712807059288025
50,30.445819854736328,0.8059963583946228
51,30.21887969970703,0.8017596006393433
52,30.448963165283203,0.8051825761795044
53,30.388042449951172,0.8017306327819824
54,30.357452392578125,0.7971256375312805
55,29.593080520629883,0.7944334149360657
56,29.46784782409668,0.7947958111763
57,29.877906799316406,0.7939513325691223
58,29.81926918029785,0.7967351675033569
59,29.617942810058594,0.7928426265716553
60,30.540969848632812,0.7954941391944885
61,30.54107666015625,0.7929320931434631
62,30.24805450439453,0.7919884920120239
63,30.239246368408203,0.7918950915336609
64,30.20871353149414,0.7880666851997375
65,30.28314208984375,0.7882736921310425
66,30.241924285888672,0.7861000299453735
67,30.245403289794922,0.7868751883506775
68,30.062671661376953,0.7833973169326782
69,30.192354202270508,0.7839977145195007
