epoch,content_loss,val_psnr,val_ssim
0,0.07107458263635635,19.32628059387207,0.49735885858535767
1,0.06680448353290558,30.000486373901367,0.6401814222335815
2,0.060904610902071,24.537748336791992,0.6403419375419617
3,0.05135554075241089,22.291122436523438,0.5027159452438354
4,0.05004177242517471,21.046506881713867,0.4548457860946655
5,0.044019050896167755,24.173492431640625,0.5994524955749512
6,0.046600814908742905,22.18410873413086,0.49410125613212585
7,0.06626923382282257,21.225954055786133,0.4299484193325043
8,0.04693673551082611,21.99212646484375,0.4352479577064514
9,0.060245610773563385,23.152812957763672,0.4973820745944977
